ModelFile;PositionX;PositionY;PositionZ;RotationW;RotationX;RotationY;RotationZ;ScaleFactor;DoodadSet;FileDataID
..\..\..\..\generic\darkirondwarf\passivedoodads\crates\darkironcrate01.obj;-200.9172821044922;140.3892364501953;-5.288691997528076;0.8890171647071838;0;0;0.4578739106655121;0.7692307829856873;Set_$DefaultGlobal;197150
..\..\..\..\generic\darkirondwarf\passivedoodads\crates\darkironcrate01.obj;-219.30824279785156;159.0601348876953;-5.288691997528076;0.8890171647071838;0;0;0.4578739106655121;0.7692307829856873;Set_$DefaultGlobal;197150
..\..\..\..\generic\dwarf\passivedoodads\barrels\dwarvenbarrel01.obj;-199.44493103027344;139.0734100341797;-5.234377384185791;0.9044551849365234;0;0;0.4265686869621277;1.100000023841858;Set_$DefaultGlobal;197238
..\..\..\..\generic\dwarf\passivedoodads\barrels\dwarvenbarrel01.obj;-187.41085815429688;128.493896484375;-8.877276420593262;0.9044551849365234;0;0;0.4265686869621277;1.100000023841858;Set_$DefaultGlobal;197238
..\..\..\..\generic\darkirondwarf\passivedoodads\crates\darkironcrate01.obj;-188.5506134033203;126.60150909423828;-8.942432403564453;0.8890171647071838;0;0;0.4578739106655121;0.7692307829856873;Set_$DefaultGlobal;197150
..\..\..\..\generic\darkirondwarf\passivedoodads\kegs\darkironkegwstand01.obj;-221.06182861328125;160.29495239257812;-5.3835930824279785;0.8549118638038635;0;0;0.5187733173370361;0.6993007063865662;Set_$DefaultGlobal;197166
..\..\..\..\generic\darkirondwarf\passivedoodads\kegs\darkironkegwstand01.obj;-223.76016235351562;155.300048828125;-3.1611509323120117;0.8549118638038635;0;0;0.5187733173370361;0.6993007063865662;Set_$DefaultGlobal;197166
..\..\..\..\generic\darkirondwarf\passivedoodads\kegs\darkironkegwstand01.obj;-187.46585083007812;173.2145233154297;-5.15927267074585;0.45399054884910583;0;0;-0.8910064697265625;0.6993007063865662;Set_$DefaultGlobal;197166
..\..\..\..\generic\darkirondwarf\passivedoodads\kegs\darkironkegwstand01.obj;-185.6756134033203;171.7663116455078;-5.185649394989014;0.45399054884910583;0;0;-0.8910064697265625;0.6993007063865662;Set_$DefaultGlobal;197166
..\..\..\..\generic\darkirondwarf\passivedoodads\kegs\darkironkegwstand01.obj;-183.80447387695312;170.62841796875;-5.185649394989014;0.45399054884910583;0;0;-0.8910064697265625;0.6993007063865662;Set_$DefaultGlobal;197166
..\..\..\..\generic\darkirondwarf\passivedoodads\kegs\darkironkegwstand01.obj;-354.39190673828125;233.7771759033203;-5.173070907592773;0.8090170621871948;0;0;-0.5877851247787476;0.6993006467819214;Set_$DefaultGlobal;197166
..\..\..\..\generic\darkirondwarf\passivedoodads\kegs\darkironkegwstand01.obj;-352.1679992675781;234.37429809570312;-5.185649394989014;0.8090170621871948;0;0;-0.5877851247787476;0.6993006467819214;Set_$DefaultGlobal;197166
..\..\..\..\generic\darkirondwarf\passivedoodads\kegs\darkironkegwstand01.obj;-350.1475830078125;235.21923828125;-5.185649394989014;0.8090170621871948;0;0;-0.5877851247787476;0.6993006467819214;Set_$DefaultGlobal;197166
..\..\..\..\generic\darkirondwarf\passivedoodads\kegs\darkironkegwstand01.obj;-248.31138610839844;163.60313415527344;-5.207408428192139;0.9896513819694519;0;0;-0.14349247515201569;0.6993007063865662;Set_$DefaultGlobal;197166
..\..\..\..\generic\dwarf\passivedoodads\barrels\dwarvenbarrel01.obj;-251.53927612304688;236.4871368408203;-5.234377384185791;0.9044551849365234;0;0;0.4265686869621277;1.100000023841858;Set_$DefaultGlobal;197238
..\..\..\..\generic\darkirondwarf\passivedoodads\crates\darkironcrate01.obj;-250.22509765625;235.03488159179688;-5.288691997528076;0.8890171647071838;0;0;0.4578739106655121;0.7692307829856873;Set_$DefaultGlobal;197150
..\..\..\..\generic\dwarf\passivedoodads\barrels\dwarvenbarrel01.obj;-223.38534545898438;212.40663146972656;-5.234377384185791;0.9044551849365234;0;0;0.4265686869621277;1.100000023841858;Set_$DefaultGlobal;197238
..\..\..\..\generic\dwarf\passivedoodads\barrels\dwarvenbarrel01.obj;-222.7382354736328;213.73028564453125;-5.234377384185791;0.8910064697265625;0;0;-0.45399054884910583;1.100000023841858;Set_$DefaultGlobal;197238
..\..\..\..\generic\dwarf\passivedoodads\barrels\dwarvenbarrel01.obj;-274.2043151855469;173.47784423828125;-5.234377384185791;0.8910064697265625;0;0;-0.45399054884910583;1.100000023841858;Set_$DefaultGlobal;197238
..\..\..\..\generic\dwarf\passivedoodads\barrels\dwarvenbarrel01.obj;-329.88629150390625;173.50616455078125;-5.365440845489502;0.8910064697265625;0;0;-0.45399054884910583;1.100000023841858;Set_$DefaultGlobal;197238
..\..\..\..\generic\darkirondwarf\passivedoodads\crates\darkironcrate01.obj;-332.2864685058594;173.30137634277344;-5.288691997528076;0.8890171647071838;0;0;0.4578739106655121;0.7692307829856873;Set_$DefaultGlobal;197150
..\..\..\..\generic\darkirondwarf\passivedoodads\crates\darkironcrate01.obj;-382.4770812988281;217.5705108642578;-5.288691997528076;0.9636304378509521;0;0;0.2672383785247803;0.7692307233810425;Set_$DefaultGlobal;197150
..\..\..\..\generic\darkirondwarf\passivedoodads\crates\darkironcrate01.obj;-340.7809753417969;237.80935668945312;-5.288691997528076;0.9636304378509521;0;0;0.2672383785247803;0.7692307233810425;Set_$DefaultGlobal;197150
..\..\..\..\generic\darkirondwarf\passivedoodads\kegs\darkironkegwstand01.obj;-263.6885070800781;-54.97809600830078;-4.684786796569824;-0.3090168535709381;0;0;-0.9510565400123596;0.6993007063865662;Set_$DefaultGlobal;197166
..\..\..\..\generic\darkirondwarf\passivedoodads\kegs\darkironkegwstand01.obj;-265.13671875;-56.76835250854492;-4.697365760803223;-0.3090168535709381;0;0;-0.9510565400123596;0.6993007063865662;Set_$DefaultGlobal;197166
..\..\..\..\generic\darkirondwarf\passivedoodads\crates\darkironcrate01.obj;-335.99737548828125;79.89310455322266;-4.651973724365234;0.9681476354598999;0;0;-0.2503800690174103;0.7692307829856873;Set_$DefaultGlobal;197150
..\..\..\..\generic\dwarf\passivedoodads\barrels\dwarvenbarrel01.obj;-336.0986328125;78.00540924072266;-4.72872257232666;0.362437903881073;0;0;-0.932007908821106;1.100000023841858;Set_$DefaultGlobal;197238
..\..\..\..\generic\dwarf\passivedoodads\barrels\dwarvenbarrel01.obj;-342.87640380859375;74.19400787353516;-4.72872257232666;0.362437903881073;0;0;-0.932007908821106;1.100000023841858;Set_$DefaultGlobal;197238
..\..\..\..\generic\darkirondwarf\passivedoodads\kegs\darkironkegwstand01.obj;-363.3813171386719;69.64679718017578;-4.697365760803223;0.8808907866477966;0;0;-0.47331953048706055;0.6993007063865662;Set_$DefaultGlobal;197166
..\..\..\..\generic\darkirondwarf\passivedoodads\crates\darkironcrate01.obj;-318.4677734375;77.68080139160156;-4.651973724365234;0.9681476354598999;0;0;-0.2503800690174103;0.7692307829856873;Set_$DefaultGlobal;197150
..\..\..\..\generic\darkirondwarf\passivedoodads\crates\darkironcrate01.obj;-404.80072021484375;22.37054443359375;-4.651973724365234;0.9681476354598999;0;0;-0.2503800690174103;0.7692307829856873;Set_$DefaultGlobal;197150
..\..\..\..\generic\dwarf\passivedoodads\barrels\dwarvenbarrel01.obj;-404.2351379394531;29.32151222229004;-4.72872257232666;0.362437903881073;0;0;-0.932007908821106;1.100000023841858;Set_$DefaultGlobal;197238
..\..\..\..\generic\dwarf\passivedoodads\barrels\dwarvenbarrel01.obj;-406.4513854980469;24.20661735534668;-4.72872257232666;0.362437903881073;0;0;-0.932007908821106;1.100000023841858;Set_$DefaultGlobal;197238
..\..\..\..\generic\dwarf\passivedoodads\barrels\dwarvenbarrel01.obj;-255.2255859375;45.96694564819336;-4.72872257232666;0.362437903881073;0;0;-0.932007908821106;1.100000023841858;Set_$DefaultGlobal;197238
..\..\..\..\generic\darkirondwarf\passivedoodads\crates\darkironcrate01.obj;-257.83099365234375;45.87043762207031;-4.651973724365234;0.9681476354598999;0;0;-0.2503800690174103;0.7692307829856873;Set_$DefaultGlobal;197150
..\..\..\..\generic\darkirondwarf\passivedoodads\crates\darkironcrate01.obj;-260.10107421875;-50.648563385009766;-4.651973724365234;0.9681476354598999;0;0;-0.2503800690174103;0.7692307829856873;Set_$DefaultGlobal;197150
..\..\..\..\generic\darkirondwarf\passivedoodads\crates\darkironcrate01.obj;-305.195068359375;-73.3982925415039;-4.630246162414551;0.8038568496704102;0;0;-0.5948228240013123;0.7692307829856873;Set_$DefaultGlobal;197150
..\..\..\..\generic\dwarf\passivedoodads\barrels\dwarvenbarrel01.obj;-303.2543029785156;-73.4533462524414;-4.72872257232666;0.362437903881073;0;0;-0.932007908821106;1.100000023841858;Set_$DefaultGlobal;197238
..\..\..\..\generic\dwarf\passivedoodads\barrels\dwarvenbarrel01.obj;-375.4155578613281;-59.31610870361328;-4.72872257232666;0.9940563440322876;0;0;-0.10886695981025696;1.100000023841858;Set_$DefaultGlobal;197238
..\..\..\..\generic\darkirondwarf\passivedoodads\crates\darkironcrate01.obj;-354.3327941894531;-74.64643859863281;-4.651973724365234;0.9681476354598999;0;0;-0.2503800690174103;0.7692307829856873;Set_$DefaultGlobal;197150
..\..\..\..\generic\darkirondwarf\passivedoodads\crates\darkironcrate01.obj;-400.5301513671875;-31.75014305114746;-4.651973724365234;0.9681476354598999;0;0;-0.2503800690174103;0.7692307829856873;Set_$DefaultGlobal;197150
..\..\..\..\generic\darkirondwarf\passivedoodads\kegs\darkironkegwstand01.obj;-130.7960968017578;-116.86785125732422;-5.3835930824279785;-0.25460192561149597;0;0;-0.9670459628105164;0.6993007063865662;Set_$DefaultGlobal;197166
..\..\..\..\generic\darkirondwarf\passivedoodads\kegs\darkironkegwstand01.obj;-129.91232299804688;-114.91920471191406;-5.305326461791992;-0.2546018958091736;0;0;-0.9670459628105164;0.7832167744636536;Set_$DefaultGlobal;197166
..\..\..\..\generic\darkirondwarf\passivedoodads\crates\darkironcrate01.obj;-126.80052185058594;-110.56757354736328;-5.226447582244873;1;0;0;0;0.7692307829856873;Set_$DefaultGlobal;197150
..\..\..\..\generic\darkirondwarf\passivedoodads\crates\darkironcrate01.obj;-149.69793701171875;-78.20663452148438;-5.226447582244873;0.9832549095153809;0;0;-0.18223556876182556;0.7692307233810425;Set_$DefaultGlobal;197150
..\..\..\..\generic\dwarf\passivedoodads\barrels\dwarvenbarrel01.obj;-148.6492462158203;-76.67302703857422;-5.234377384185791;0.9832549095153809;0;0;-0.18223553895950317;1;Set_$DefaultGlobal;197238
..\..\..\..\generic\dwarf\passivedoodads\barrels\dwarvenbarrel01.obj;-153.1742706298828;-88.38894653320312;-5.234377384185791;0.9832549095153809;0;0;-0.18223553895950317;1;Set_$DefaultGlobal;197238
..\..\..\..\generic\dwarf\passivedoodads\barrels\dwarvenbarrel01.obj;-140.20643615722656;-135.42906188964844;-5.234377384185791;0.894934356212616;0;0;0.44619783759117126;1;Set_$DefaultGlobal;197238
..\..\..\..\generic\darkirondwarf\passivedoodads\crates\darkironcrate01.obj;-139.0213165283203;-136.85984802246094;-5.226447582244873;0.894934356212616;0;0;0.4461978077888489;0.7692307829856873;Set_$DefaultGlobal;197150
..\..\..\..\generic\dwarf\passivedoodads\barrels\dwarvenbarrel01.obj;-186.6595001220703;-129.27944946289062;-8.955926895141602;0.894934356212616;0;0;0.44619783759117126;1;Set_$DefaultGlobal;197238
..\..\..\..\generic\darkirondwarf\passivedoodads\crates\darkironcrate01.obj;-185.47438049316406;-130.71023559570312;-8.947997093200684;0.894934356212616;0;0;0.4461978077888489;0.7692307829856873;Set_$DefaultGlobal;197150
..\..\..\..\generic\dwarf\passivedoodads\barrels\dwarvenbarrel01.obj;-170.65463256835938;-111.92707061767578;-8.955926895141602;0.894934356212616;0;0;0.44619783759117126;1;Set_$DefaultGlobal;197238
..\..\..\..\generic\darkirondwarf\passivedoodads\crates\darkironcrate01.obj;-200.4745635986328;-148.040283203125;-5.226447582244873;0.9832549095153809;0;0;-0.18223556876182556;0.7692307233810425;Set_$DefaultGlobal;197150
..\..\..\..\generic\darkirondwarf\passivedoodads\kegs\darkironkegwstand01.obj;-198.15435791015625;-146.6254119873047;-5.305326461791992;0.8929789662361145;0;0;-0.4500983953475952;0.7832167744636536;Set_$DefaultGlobal;197166
..\..\..\..\generic\darkirondwarf\passivedoodads\kegs\darkironkegwstand01.obj;-236.62545776367188;-229.49142456054688;-5.305326461791992;0.6190938353538513;0;0;0.7853170037269592;0.7832167148590088;Set_$DefaultGlobal;197166
..\..\..\..\generic\darkirondwarf\passivedoodads\kegs\darkironkegwstand01.obj;-234.0299835205078;-229.10601806640625;-5.305326461791992;0.6190938353538513;0;0;0.7853170037269592;0.7832167148590088;Set_$DefaultGlobal;197166
..\..\..\..\generic\dwarf\passivedoodads\barrels\dwarvenbarrel01.obj;-220.38021850585938;-216.93089294433594;-5.218225955963135;0.894934356212616;0;0;0.44619783759117126;1;Set_$DefaultGlobal;197238
..\..\..\..\generic\darkirondwarf\passivedoodads\crates\darkironcrate01.obj;-231.43934631347656;-228.32693481445312;-5.210296630859375;0.894934356212616;0;0;0.4461978077888489;0.7692307829856873;Set_$DefaultGlobal;197150
..\..\..\..\generic\darkirondwarf\passivedoodads\crates\darkironcrate01.obj;-261.6091003417969;-232.56546020507812;-5.210296630859375;0.894934356212616;0;0;0.4461978077888489;0.7692307829856873;Set_$DefaultGlobal;197150
..\..\..\..\generic\dwarf\passivedoodads\barrels\dwarvenbarrel01.obj;-259.48828125;-169.2564239501953;-5.218225955963135;0.894934356212616;0;0;0.44619783759117126;1;Set_$DefaultGlobal;197238
..\..\..\..\generic\dwarf\passivedoodads\barrels\dwarvenbarrel01.obj;-267.234375;-171.621826171875;-5.218225955963135;0.894934356212616;0;0;0.44619783759117126;1;Set_$DefaultGlobal;197238
..\..\..\..\generic\dwarf\passivedoodads\barrels\dwarvenbarrel01.obj;-268.8143310546875;-171.64976501464844;-5.218225955963135;0.894934356212616;0;0;0.44619783759117126;1;Set_$DefaultGlobal;197238
..\..\..\..\generic\dwarf\passivedoodads\barrels\dwarvenbarrel01.obj;-344.54119873046875;-166.7245330810547;-5.218225955963135;0.894934356212616;0;0;0.44619783759117126;1;Set_$DefaultGlobal;197238
..\..\..\..\generic\darkirondwarf\passivedoodads\crates\darkironcrate01.obj;-345.73553466796875;-162.43511962890625;-5.210296630859375;0.894934356212616;0;0;0.4461978077888489;0.7692307829856873;Set_$DefaultGlobal;197150
..\..\..\..\generic\darkirondwarf\passivedoodads\crates\darkironcrate01.obj;-380.69818115234375;-213.36363220214844;-5.210296630859375;0.894934356212616;0;0;0.4461978077888489;0.7692307829856873;Set_$DefaultGlobal;197150
..\..\..\..\generic\darkirondwarf\passivedoodads\crates\darkironcrate01.obj;-373.73516845703125;-225.6653594970703;-5.210296630859375;0.894934356212616;0;0;0.4461978077888489;0.7692307829856873;Set_$DefaultGlobal;197150
..\..\..\..\generic\darkirondwarf\passivedoodads\crates\darkironcrate01.obj;-337.2075500488281;-233.00192260742188;-5.210296630859375;0.894934356212616;0;0;0.4461978077888489;0.7692307829856873;Set_$DefaultGlobal;197150
..\..\..\..\generic\dwarf\passivedoodads\barrels\dwarvenbarrel01.obj;-378.6046142578125;-213.8961944580078;-5.218225955963135;0.894934356212616;0;0;0.44619783759117126;1;Set_$DefaultGlobal;197238
..\..\..\..\generic\dwarf\passivedoodads\barrels\dwarvenbarrel01.obj;-362.6371154785156;-235.804931640625;-5.218225955963135;0.894934356212616;0;0;0.44619783759117126;1;Set_$DefaultGlobal;197238
..\..\..\..\generic\dwarf\passivedoodads\barrels\dwarvenbarrel01.obj;-337.6821594238281;-234.72564697265625;-5.218225955963135;0.894934356212616;0;0;0.44619783759117126;1;Set_$DefaultGlobal;197238
..\..\..\..\generic\darkirondwarf\passivedoodads\kegs\darkironkegwstand01.obj;-350.8075256347656;-238.9604034423828;-5.305326461791992;0.7960019111633301;0;0;0.6052940487861633;0.7832167744636536;Set_$DefaultGlobal;197166
..\..\..\..\generic\darkirondwarf\passivedoodads\kegs\darkironkegwstand01.obj;-373.3800964355469;-232.31643676757812;-5.305326461791992;0.7960019111633301;0;0;0.6052940487861633;0.7832167744636536;Set_$DefaultGlobal;197166
..\..\..\..\generic\dwarf\passivedoodads\barrels\dwarvenbarrel01.obj;-422.1805725097656;-152.29437255859375;-5.490505218505859;0.894934356212616;0;0;0.44619783759117126;1;Set_$DefaultGlobal;197238
..\..\..\..\generic\darkirondwarf\passivedoodads\kegs\darkironkegwstand01.obj;-453.271484375;-134.18739318847656;-5.522608280181885;0.9025852680206299;0;0;0.4305111765861511;0.7832167744636536;Set_$DefaultGlobal;197166
..\..\..\..\generic\darkirondwarf\passivedoodads\crates\darkironcrate01.obj;-423.5050048828125;-150.7713165283203;-5.4825758934021;0.894934356212616;0;0;0.4461978077888489;0.7692307829856873;Set_$DefaultGlobal;197150
..\..\..\..\generic\dwarf\passivedoodads\barrels\dwarvenbarrel01.obj;-422.4891662597656;-153.9169464111328;-5.490505218505859;0.894934356212616;0;0;0.44619783759117126;1;Set_$DefaultGlobal;197238
..\..\..\..\generic\darkirondwarf\passivedoodads\kegs\darkironkegwstand01.obj;-451.427490234375;-135.5592803955078;-5.522608280181885;0.9025852680206299;0;0;0.4305111765861511;0.7832167744636536;Set_$DefaultGlobal;197166
..\..\..\..\generic\darkirondwarf\passivedoodads\crates\darkironcrate01.obj;-437.5602111816406;-148.63941955566406;-5.4825758934021;0.894934356212616;0;0;0.4461978077888489;0.7692307829856873;Set_$DefaultGlobal;197150
..\..\..\..\generic\darkirondwarf\passivedoodads\crates\darkironcrate01.obj;-453.13543701171875;-111.92047119140625;-5.562451362609863;0.894934356212616;0;0;0.4461978077888489;0.7692307829856873;Set_$DefaultGlobal;197150
..\..\..\..\generic\dwarf\passivedoodads\barrels\dwarvenbarrel01.obj;-454.2980041503906;-113.07685852050781;-5.490505218505859;0.894934356212616;0;0;0.44619783759117126;1;Set_$DefaultGlobal;197238
..\..\..\..\generic\dwarf\passivedoodads\barrels\dwarvenbarrel01.obj;-474.23382568359375;-122.43741607666016;-5.524303436279297;0.894934356212616;0;0;0.44619783759117126;1;Set_$DefaultGlobal;197238
..\..\..\..\generic\dwarf\passivedoodads\barrels\dwarvenbarrel01.obj;-435.4426574707031;-115.71257781982422;-5.558536052703857;0.894934356212616;0;0;0.44619783759117126;1;Set_$DefaultGlobal;197238
..\..\..\..\generic\dwarf\passivedoodads\barrels\dwarvenbarrel01.obj;-461.7230529785156;-32.31473159790039;-5.175289154052734;-0.4809887111186981;0;0;-0.8767268061637878;1;Set_$DefaultGlobal;197238
..\..\..\..\generic\darkirondwarf\passivedoodads\crates\darkironcrate01.obj;-462.3990478515625;-30.820783615112305;-5.247235298156738;-0.4809887409210205;0;0;-0.8767267465591431;0.7692307829856873;Set_$DefaultGlobal;197150
..\..\..\..\generic\darkirondwarf\passivedoodads\kegs\darkironkegwstand01.obj;-462.8191223144531;-51.21084976196289;-5.2908501625061035;0.5591927766799927;0;0;0.8290376663208008;0.7832167744636536;Set_$DefaultGlobal;197166
..\..\..\..\generic\darkirondwarf\passivedoodads\kegs\darkironkegwstand01.obj;-460.6525573730469;-50.42214584350586;-5.2908501625061035;0.5591927766799927;0;0;0.8290376663208008;0.7832167744636536;Set_$DefaultGlobal;197166
..\..\..\..\generic\darkirondwarf\passivedoodads\kegs\darkironkegwstand01.obj;-458.1673889160156;32.00905990600586;-5.2908501625061035;-0.08715564012527466;0;0;-0.9961947202682495;0.7832167744636536;Set_$DefaultGlobal;197166
..\..\..\..\generic\darkirondwarf\passivedoodads\kegs\darkironkegwstand01.obj;-458.6466064453125;29.75376319885254;-5.2908501625061035;-0.08715564012527466;0;0;-0.9961947202682495;0.7832167744636536;Set_$DefaultGlobal;197166
..\..\..\..\generic\dwarf\passivedoodads\barrels\dwarvenbarrel01.obj;-453.46002197265625;50.38337707519531;-5.175289154052734;-0.4809887111186981;0;0;-0.8767268061637878;1;Set_$DefaultGlobal;197238
..\..\..\..\generic\darkirondwarf\passivedoodads\crates\darkironcrate01.obj;-453.38922119140625;52.01862716674805;-5.247235298156738;-0.4809887409210205;0;0;-0.8767267465591431;0.7692307829856873;Set_$DefaultGlobal;197150
..\..\..\..\generic\dwarf\passivedoodads\barrels\dwarvenbarrel01.obj;-459.07659912109375;38.59151077270508;-5.175289154052734;-0.4809887111186981;0;0;-0.8767268061637878;1;Set_$DefaultGlobal;197238
..\..\..\..\generic\darkirondwarf\passivedoodads\kegs\darkironkegwstand01.obj;-316.48004150390625;-150.6194610595703;-5.215324878692627;0.99086594581604;0;0;-0.13485074043273926;0.7832167744636536;Set_$DefaultGlobal;197166
..\..\..\..\generic\dwarf\passivedoodads\barrels\dwarvenbarrel01.obj;-314.6065979003906;-155.177734375;-5.20842170715332;-0.4809887111186981;0;0;-0.8767268061637878;1;Set_$DefaultGlobal;197238
..\..\..\..\generic\darkirondwarf\passivedoodads\crates\darkironcrate01.obj;-314.4068908691406;-153.4150390625;-5.212276935577393;-0.4809887409210205;0;0;-0.8767267465591431;0.7692307829856873;Set_$DefaultGlobal;197150
..\..\..\..\generic\dwarf\passivedoodads\barrels\dwarvenbarrel01.obj;-309.5633850097656;-140.1420440673828;-5.20842170715332;-0.4809887111186981;0;0;-0.8767268061637878;1;Set_$DefaultGlobal;197238
..\..\..\..\generic\darkirondwarf\passivedoodads\crates\darkironcrate01.obj;-282.88751220703125;-118.77935028076172;-5.481598854064941;-0.4809887409210205;0;0;-0.8767267465591431;0.7692307829856873;Set_$DefaultGlobal;197150
..\..\..\..\generic\dwarf\passivedoodads\barrels\dwarvenbarrel01.obj;-281.8414306640625;-116.91387176513672;-5.432447910308838;-0.4809887111186981;0;0;-0.8767268061637878;1;Set_$DefaultGlobal;197238
..\..\..\..\generic\dwarf\passivedoodads\barrels\dwarvenbarrel01.obj;-288.0379638671875;-123.17179107666016;-5.475460529327393;-0.4809887111186981;0;0;-0.8767268061637878;1;Set_$DefaultGlobal;197238
..\..\..\..\generic\dwarf\passivedoodads\barrels\dwarvenbarrel01.obj;-295.2585754394531;-121.3178482055664;-5.4332756996154785;-0.4809887111186981;0;0;-0.8767268061637878;1;Set_$DefaultGlobal;197238
..\..\..\..\generic\darkirondwarf\passivedoodads\crates\darkironcrate01.obj;-296.2143859863281;-123.38628387451172;-5.505221843719482;-0.4809887409210205;0;0;-0.8767267465591431;0.7692307829856873;Set_$DefaultGlobal;197150
..\..\..\..\azeroth\westfall\passivedoodads\westfallwagon\westfallwagon01.obj;-161.63710021972656;-17.563817977905273;-5.330070972442627;0.9187911748886108;0;0;-0.3947439193725586;1;Set_$DefaultGlobal;190657
